total_images,last_price,total_area,first_day_exposition,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,locality_name,days_exposition
12,9980000.0,86.0,2017-08-18T00:00:00,4,2.74,5.0,53.5,4,False,False,False,11.0,1.0,Санкт-Петербург,350.00000000000006
12,3500000.0,54.0,2017-12-01T00:00:00,2,2.9,1.0,24.4,1,False,False,False,7.3,0.0,городской поселок Большая Ижора,202.0
8,3899000.0,60.0,2017-06-27T00:00:00,3,2.65,5.0,45.9,5,False,False,False,6.5,0.0,Санкт-Петербург,9.0
15,4100000.0,42.0,2017-11-28T00:00:00,1,2.75,25.0,18.0,21,False,False,False,11.0,2.0,деревня Кудрово,185.00000000000003
8,5500000.0,50.0,2017-01-23T00:00:00,2,3.0,25.0,25.0,4,False,False,False,9.0,0.0,Санкт-Петербург,656.0
2,3650000.0,61.0,2016-06-16T00:00:00,2,2.7,9.0,32.0,3,False,False,False,10.0,0.0,Пушкин,148.0
20,630000.0,30.0,2016-04-02T00:00:00,1,2.55,5.0,16.0,3,False,False,False,5.5,0.0,Сланцы,924.0
16,8500000.0,67.4,2019-03-15T00:00:00,3,2.95,5.0,42.7,2,False,False,False,10.0,0.0,Санкт-Петербург,37.0
1,3500100.0,34.14,2014-12-04T00:00:00,1,2.65,22.0,14.69,12,False,False,False,8.03,0.0,деревня Кудрово,1078.0
9,3780000.0,41.6,2018-09-11T00:00:00,1,2.8,17.0,16.5,6,False,False,False,11.9,0.0,Санкт-Петербург,4.0
10,3700000.0,41.8,2018-03-21T00:00:00,1,2.65,17.0,20.174255072463765,2,False,False,False,10.348543689320387,0.0,Санкт-Петербург,131.0
0,1850000.0,32.0,2018-10-05T00:00:00,1,2.65,5.0,18.0,2,False,False,False,5.5,1.0,Отрадное,-1.0
17,5800000.0,37.2,2018-10-09T00:00:00,1,2.5,9.0,17.0,5,False,False,False,8.0,1.0,Санкт-Петербург,56.0
10,3024353.0,35.29,2018-11-04T00:00:00,1,2.65,5.0,10.0,2,False,False,False,8.736844660194173,0.0,Санкт-Петербург,111.0
4,3707000.0,34.0,2018-04-01T00:00:00,1,2.65,16.0,16.40968115942029,15,False,False,False,8.417475728155338,0.0,Санкт-Петербург,43.0
15,6000000.0,39.0,2018-01-10T00:00:00,1,2.9,15.0,19.1,8,False,False,False,11.0,0.0,Санкт-Петербург,376.00000000000006
9,4850000.0,45.7,2019-04-18T00:00:00,2,2.5,9.0,35.0,4,False,False,False,7.0,0.0,Санкт-Петербург,-1.0
10,3350000.0,34.0,2017-02-07T00:00:00,1,2.7,9.0,17.7,2,False,False,False,8.0,0.0,Санкт-Петербург,53.0
5,7950000.0,51.0,2016-06-08T00:00:00,1,2.65,10.0,21.0,2,False,False,False,11.0,0.0,Санкт-Петербург,879.0
17,6110000.0,43.0,2019-03-01T00:00:00,1,2.64,16.0,20.8,9,False,False,False,10.7,0.0,Санкт-Петербург,-1.0
20,5000000.0,58.1,2018-11-20T00:00:00,3,2.6,5.0,38.2,4,False,False,False,5.5,1.0,Санкт-Петербург,-1.0
2,5955103.0,90.3,2017-09-07T00:00:00,3,2.65,21.0,47.37,13,False,False,False,16.89,1.0,Санкт-Петербург,15.0
3,3600000.0,35.0,2018-03-16T00:00:00,1,3.0,19.0,16.892318840579712,10,False,False,False,8.66504854368932,0.0,Санкт-Петербург,45.00000000000001
15,9500000.0,68.0,2019-03-11T00:00:00,2,3.15,4.0,38.5,1,False,False,False,10.1,0.0,Санкт-Петербург,-1.0
6,5750000.0,74.6,2016-07-04T00:00:00,4,2.65,9.0,54.0,9,False,False,False,7.0,2.0,Санкт-Петербург,189.00000000000003
7,15000000.0,117.3,2017-11-10T00:00:00,3,4.14,4.0,74.11398713826365,4,False,False,False,15.070252788656063,0.0,Санкт-Петербург,126.0
10,3100000.0,32.7,2016-01-18T00:00:00,1,2.65,9.0,18.0,1,False,False,False,6.3,0.0,Санкт-Петербург,348.00000000000006
2,1899400.0,23.3,2018-07-17T00:00:00,0,2.7,4.0,16.1,4,False,True,False,0.0,2.0,Сертолово,60.0
9,4800000.0,42.5,2018-06-09T00:00:00,1,2.65,13.0,16.9,4,False,False,False,12.0,0.0,Санкт-Петербург,173.0
2,3690000.0,50.0,2015-12-09T00:00:00,2,3.0,5.0,23.0,2,False,False,False,11.0,0.0,Санкт-Петербург,264.0
9,4600000.0,63.0,2015-06-03T00:00:00,2,2.75,5.0,39.0,4,False,False,False,10.0,2.0,посёлок Шушары,459.0
13,2600000.0,31.9,2017-07-29T00:00:00,1,2.5,5.0,17.7,3,False,False,False,5.5,0.0,посёлок Шушары,203.0
8,3450000.0,43.0,2017-09-26T00:00:00,2,2.54,9.0,26.7,9,False,False,False,6.0,2.0,Санкт-Петербург,335.0
16,4950000.0,81.0,2017-02-08T00:00:00,2,2.65,15.0,36.0,1,False,False,False,13.0,0.0,Выборг,107.0
9,4950000.0,38.0,2019-04-07T00:00:00,1,2.5,12.0,20.0,5,False,False,False,8.5,0.0,Санкт-Петербург,23.000000000000004
19,5200000.0,40.0,2019-01-30T00:00:00,1,2.6,24.0,19.0,5,False,False,False,11.5,2.0,посёлок Мурино,60.0
20,16000000.0,101.9,2018-01-08T00:00:00,2,2.87,4.0,48.1,1,False,False,False,26.9,0.0,Пушкин,-1.0
11,4600000.0,62.1,2016-02-11T00:00:00,2,2.55,10.0,30.0,9,False,False,False,12.8,2.0,Санкт-Петербург,262.0
12,4100000.0,45.0,2018-12-11T00:00:00,2,2.5,14.0,25.0,12,False,False,False,7.1,0.0,Санкт-Петербург,14.0
2,3900000.0,46.5,2018-07-06T00:00:00,2,2.5,5.0,33.8,4,False,False,False,6.5,0.0,Санкт-Петербург,235.0
20,16990000.0,93.0,2017-11-08T00:00:00,3,3.1,4.0,49.0,3,False,False,False,14.0,2.0,Сестрорецк,30.0
9,5000000.0,44.6,2019-03-03T00:00:00,2,2.55,5.0,30.1,2,False,False,False,7.2,1.0,Санкт-Петербург,-1.0
15,3900000.0,33.5,2018-10-11T00:00:00,1,2.6,9.0,20.5,5,False,False,False,6.0,0.0,Санкт-Петербург,6.000000000000001
6,3890000.0,32.2,2017-02-20T00:00:00,1,2.5,9.0,17.8,1,False,False,False,6.2,0.0,Санкт-Петербург,230.0
10,2290000.0,31.0,2018-02-21T00:00:00,1,2.5,2.0,19.3,1,False,False,False,4.0,0.0,Кронштадт,21.0
5,3100000.0,40.0,2017-11-27T00:00:00,1,2.65,24.0,16.4,6,False,False,False,10.1,2.0,Санкт-Петербург,29.0
3,4170000.0,50.7,2017-04-07T00:00:00,2,2.58,9.0,30.3,6,False,False,False,8.9,1.0,Санкт-Петербург,10.0
6,3200000.0,32.3,2018-08-04T00:00:00,1,2.5,9.0,17.8,8,False,False,False,6.2,0.0,Санкт-Петербург,71.0
4,8418000.0,91.5,2016-01-19T00:00:00,2,3.0,5.0,44.8,3,False,False,False,18.6,0.0,Санкт-Петербург,175.00000000000003
20,4300000.0,46.6,2018-12-29T00:00:00,2,2.65,12.0,27.282905982905984,10,False,False,False,7.50410035759677,0.0,Сосновый Бор,34.0
8,1100000.0,43.9,2018-02-22T00:00:00,2,2.65,4.0,25.702136752136752,4,False,False,False,7.069313427006399,0.0,посёлок городского типа Важины,45.00000000000001
20,6000000.0,45.1,2018-09-26T00:00:00,1,3.0,17.0,20.1,14,False,False,False,10.6,0.0,Сестрорецк,201.0
15,8540000.0,65.2,2017-11-27T00:00:00,2,2.85,15.0,31.7,5,False,False,False,13.7,0.0,Санкт-Петербург,352.00000000000006
9,6700000.0,57.0,2017-08-29T00:00:00,2,2.75,8.0,28.0,6,False,False,False,11.0,0.0,Санкт-Петербург,191.00000000000003
2,3500000.0,43.9,2018-10-19T00:00:00,1,2.7,16.0,18.2,1,False,False,False,11.6,0.0,Санкт-Петербург,41.0
15,7600000.0,60.0,2019-01-22T00:00:00,2,2.75,25.0,37.0,8,False,False,False,10.0,1.0,Санкт-Петербург,-1.0
14,3750000.0,46.0,2017-10-22T00:00:00,2,2.56,9.0,28.0,7,False,False,False,7.0,0.0,Санкт-Петербург,52.0
0,5950000.0,66.2,2017-09-13T00:00:00,3,2.65,9.0,44.0,7,False,False,False,9.0,1.0,Санкт-Петербург,8.0
20,6300000.0,77.3,2018-10-27T00:00:00,3,2.65,4.0,53.0,1,False,False,False,7.0,0.0,Пушкин,117.0
10,3850000.0,58.0,2018-02-01T00:00:00,3,2.55,5.0,40.7,1,False,False,False,4.5,0.0,Санкт-Петербург,188.00000000000003
11,9650000.0,62.4,2019-02-20T00:00:00,2,2.7,24.0,38.4,3,False,False,False,12.0,0.0,Санкт-Петербург,-1.0
3,18358968.0,141.1,2018-07-04T00:00:00,3,3.3,16.0,71.72,10,False,False,False,35.4,0.0,Санкт-Петербург,-1.0
20,11900000.0,107.0,2019-02-12T00:00:00,4,2.65,10.0,65.5,9,False,False,False,14.0,0.0,Санкт-Петербург,-1.0
1,5200000.0,50.0,2017-12-19T00:00:00,2,2.5,12.0,28.0,4,False,False,False,7.0,0.0,Санкт-Петербург,275.0
4,3499000.0,25.0,2019-04-05T00:00:00,0,2.8,14.0,17.0,13,False,True,False,0.0,2.0,Санкт-Петербург,-1.0
5,34000000.0,356.0,2017-09-12T00:00:00,7,3.55,7.0,248.5,5,False,False,False,18.9,0.0,Санкт-Петербург,20.0
2,2250000.0,37.4,2018-02-10T00:00:00,1,2.8,4.0,15.3,2,False,False,False,11.3,1.0,Сертолово,76.0
15,4275000.0,33.1,2017-09-26T00:00:00,1,2.6,13.0,12.7,9,False,False,False,8.9,1.0,Санкт-Петербург,185.00000000000003
14,4300000.0,64.0,2018-02-20T00:00:00,3,2.65,5.0,38.0,3,False,False,False,8.0,1.0,посёлок городского типа Форносово,-1.0
0,3300000.0,33.0,2018-02-09T00:00:00,1,2.5,12.0,15.92704347826087,12,False,False,False,8.169902912621358,0.0,Санкт-Петербург,45.00000000000001
4,2000000.0,44.0,2018-11-11T00:00:00,2,2.5,5.0,30.0,5,False,False,False,5.0,0.0,Отрадное,71.0
8,4700000.0,61.0,2015-12-12T00:00:00,3,2.65,9.0,39.5,7,False,False,False,6.2,0.0,Санкт-Петербург,200.0
3,19400000.0,117.7,2014-12-09T00:00:00,3,3.0,8.0,62.6,5,False,False,False,21.3,0.0,Санкт-Петербург,-1.0
14,5200000.0,80.0,2018-10-09T00:00:00,3,2.65,9.0,47.5,2,False,False,False,12.6,0.0,посёлок Шушары,66.0
20,18500000.0,140.0,2018-08-23T00:00:00,3,3.0,17.0,73.0,6,False,False,False,30.0,5.0,Санкт-Петербург,162.0
3,3250000.0,25.07,2017-11-04T00:00:00,1,2.65,25.0,17.0,24,False,False,False,6.206650485436892,0.0,Санкт-Петербург,4.0
12,7500000.0,46.9,2019-04-29T00:00:00,1,2.8,25.0,18.8,21,False,False,False,14.5,1.0,Санкт-Петербург,-1.0
15,7500000.0,55.2,2019-04-02T00:00:00,3,3.9,5.0,31.2,5,False,False,False,9.3,0.0,Санкт-Петербург,17.0
1,20646648.0,115.28,2017-06-06T00:00:00,3,3.0,19.0,43.9,19,False,False,False,13.4,0.0,Санкт-Петербург,17.0
20,4000000.0,44.0,2018-08-23T00:00:00,2,2.6,9.0,26.0,8,False,False,False,8.1,1.0,посёлок Шушары,228.0
1,7350290.0,84.8,2015-07-17T00:00:00,3,2.75,17.0,50.28,14,False,False,False,11.36,1.0,деревня Кудрово,341.0
10,5550000.0,75.0,2018-07-03T00:00:00,3,2.5,9.0,44.0,4,False,False,False,9.5,0.0,Всеволожск,217.0
11,4500000.0,66.1,2018-06-28T00:00:00,3,2.6,9.0,43.4,3,False,False,False,6.3,0.0,Санкт-Петербург,61.0
12,5200000.0,53.6,2017-09-19T00:00:00,1,2.7,14.0,19.65,4,False,False,False,13.95,2.0,Санкт-Петербург,112.0
14,5350000.0,67.1,2017-08-17T00:00:00,3,2.6,9.0,31.4,3,False,False,False,12.2,0.0,Санкт-Петербург,61.0
9,11500000.0,110.0,2015-03-19T00:00:00,4,3.0,5.0,57.0,4,False,False,False,10.0,4.0,Кронштадт,504.0
18,2999999.0,35.0,2017-10-03T00:00:00,1,2.5,12.0,21.0,6,False,False,False,7.0,0.0,Санкт-Петербург,93.0
18,900000.0,60.0,2018-06-27T00:00:00,3,2.65,3.0,37.90996784565916,1,False,False,False,7.708569201358601,0.0,поселок станции Лужайка,57.0
13,4600000.0,45.2,2019-01-22T00:00:00,2,2.5,9.0,28.3,2,False,False,False,7.7,0.0,Санкт-Петербург,-1.0
10,3800000.0,50.0,2018-02-25T00:00:00,2,2.5,9.0,29.0,8,False,False,False,7.7,0.0,Тосно,386.00000000000006
4,4500000.0,49.1,2019-01-26T00:00:00,2,3.0,3.0,28.9,3,False,False,False,9.5,0.0,Санкт-Петербург,67.0
4,6420000.0,67.0,2015-09-18T00:00:00,2,2.65,24.0,38.0,11,False,False,False,12.0,1.0,Санкт-Петербург,311.0
10,4800000.0,82.0,2016-02-04T00:00:00,3,2.65,5.0,50.0,5,False,False,False,12.0,0.0,Красное Село,565.0
19,1550000.0,30.0,2019-03-18T00:00:00,1,2.65,5.0,17.0,2,False,False,False,6.0,0.0,поселок Молодцово,30.0
7,5050000.0,57.0,2017-11-25T00:00:00,2,2.65,19.0,40.0,5,False,False,False,11.9,0.0,посёлок Мурино,59.0
9,13800000.0,75.0,2015-08-11T00:00:00,2,3.0,11.0,43.910256410256416,11,False,False,False,18.0,4.0,Санкт-Петербург,1028.0
7,900000.0,28.0,2018-07-24T00:00:00,1,2.58,9.0,13.513855072463768,3,False,False,False,6.932038834951456,0.0,Волхов,45.00000000000001
13,3599999.0,48.0,2018-08-15T00:00:00,1,2.65,16.0,17.0,12,False,False,False,22.0,0.0,посёлок Тельмана,47.00000000000001
7,2350000.0,57.5,2018-11-27T00:00:00,2,2.5,5.0,31.4,5,False,False,False,9.2,0.0,Волхов,-1.0
13,3786000.0,35.0,2017-06-29T00:00:00,1,2.5,4.0,16.0,1,False,False,False,8.0,0.0,Сестрорецк,642.0
18,6900000.0,64.0,2018-01-11T00:00:00,2,3.5,16.0,37.0,1,False,False,False,11.0,0.0,Санкт-Петербург,135.0
0,3250000.0,57.0,2016-05-26T00:00:00,3,2.65,5.0,47.0,1,False,False,False,7.32314074129067,0.0,Всеволожск,57.0
14,4900000.0,50.0,2017-02-07T00:00:00,2,2.51,12.0,31.0,5,False,False,False,8.0,0.0,Санкт-Петербург,230.0
10,4290000.0,45.0,2018-10-19T00:00:00,2,2.5,5.0,29.0,2,False,False,False,7.246448843172847,1.0,Санкт-Петербург,37.0
12,21500000.0,75.0,2019-02-25T00:00:00,2,2.8,2.0,49.0,1,False,False,False,10.0,0.0,Санкт-Петербург,-1.0
20,20000000.0,170.0,2017-11-21T00:00:00,5,2.75,3.0,126.6,1,False,False,False,15.0,0.0,Санкт-Петербург,218.0
10,2800000.0,32.7,2018-01-01T00:00:00,1,2.7,17.0,14.2,16,False,False,False,9.1,0.0,деревня Кудрово,10.0
13,6300000.0,74.5,2018-02-08T00:00:00,4,3.0,5.0,47.2,2,False,False,False,10.6,0.0,Санкт-Петербург,69.0
5,23000000.0,98.1,2018-03-18T00:00:00,3,2.65,10.0,53.8,8,False,False,False,15.1,0.0,Санкт-Петербург,-1.0
20,300000000.0,618.0,2017-12-18T00:00:00,7,3.4,7.0,258.0,5,False,False,False,70.0,0.0,Санкт-Петербург,111.0
4,15450000.0,126.0,2016-03-10T00:00:00,3,2.65,15.0,68.5,7,False,False,False,15.5,0.0,Санкт-Петербург,145.0
16,5150000.0,49.0,2018-02-24T00:00:00,2,2.65,25.0,29.0,24,False,False,False,10.0,4.0,деревня Кудрово,69.0
14,6999000.0,41.0,2018-05-21T00:00:00,1,3.0,9.0,20.0,5,False,False,False,10.0,0.0,Санкт-Петербург,175.00000000000003
13,5200000.0,63.0,2015-02-13T00:00:00,2,2.65,17.0,33.0,2,False,False,False,14.0,0.0,Санкт-Петербург,1072.0
12,5450000.0,60.2,2017-09-04T00:00:00,3,2.5,9.0,42.2,2,False,False,False,6.2,0.0,Санкт-Петербург,16.0
12,6900000.0,71.6,2019-05-01T00:00:00,3,2.52,9.0,47.0,1,False,False,False,7.3,0.0,Санкт-Петербург,-1.0
7,4650000.0,63.0,2018-03-16T00:00:00,3,2.55,9.0,46.0,8,False,False,False,6.3,2.0,Санкт-Петербург,63.0
12,3500000.0,67.0,2018-08-11T00:00:00,4,2.9,5.0,55.9,1,False,False,False,6.4,0.0,деревня Оржицы,95.0
9,6100000.0,73.0,2019-04-18T00:00:00,3,2.6,9.0,43.7,7,False,False,False,10.0,1.0,Санкт-Петербург,-1.0
17,8900000.0,91.5,2017-07-14T00:00:00,3,2.8,17.0,57.81270096463022,4,False,False,False,11.755568032071865,0.0,Санкт-Петербург,236.0
12,2800000.0,74.0,2017-02-21T00:00:00,2,2.65,11.0,38.0,9,False,False,False,11.2,1.0,Отрадное,179.00000000000003
2,4500000.0,57.0,2015-10-26T00:00:00,3,2.65,15.0,39.0,7,False,False,False,6.1,2.0,Санкт-Петербург,240.0
5,13900000.0,99.0,2017-09-30T00:00:00,3,3.0,25.0,62.55144694533761,11,False,False,False,12.71913918224169,0.0,Санкт-Петербург,407.0
8,13400000.0,98.0,2017-03-08T00:00:00,3,2.8,9.0,55.5,6,False,False,False,16.9,1.0,Санкт-Петербург,72.0
1,3690000.0,38.0,2017-12-07T00:00:00,1,2.65,12.0,20.0,2,False,False,False,8.0,0.0,Санкт-Петербург,98.0
2,1700000.0,32.9,2015-12-14T00:00:00,1,2.6,5.0,19.6,3,False,False,False,6.1,0.0,посёлок городского типа Мга,358.00000000000006
7,2890000.0,31.3,2017-02-10T00:00:00,1,2.5,5.0,17.3,2,False,False,False,5.6,0.0,Санкт-Петербург,33.0
20,4600000.0,40.5,2019-02-25T00:00:00,1,2.68,24.0,19.1,9,False,False,False,9.3,1.0,Санкт-Петербург,49.0
20,14500000.0,88.0,2016-04-07T00:00:00,3,2.8,16.0,52.0,4,False,False,False,15.0,2.0,Санкт-Петербург,718.0000000000001
20,11000000.0,90.0,2018-02-10T00:00:00,3,2.6,7.0,56.0,7,False,False,False,11.0,2.0,Санкт-Петербург,172.0
15,4995000.0,60.0,2018-04-12T00:00:00,3,2.5,9.0,44.0,6,False,False,False,6.5,2.0,Санкт-Петербург,-1.0
14,5999999.0,55.0,2018-09-01T00:00:00,2,3.0,4.0,26.4,2,False,False,False,10.2,1.0,Кронштадт,60.0
9,7700000.0,54.0,2018-07-10T00:00:00,2,2.65,5.0,28.0,2,False,False,False,10.0,0.0,Санкт-Петербург,161.0
14,4250000.0,41.0,2017-08-07T00:00:00,1,3.2,4.0,22.0,1,False,False,False,9.4,0.0,Санкт-Петербург,374.00000000000006
2,5300000.0,52.1,2017-11-27T00:00:00,2,2.65,8.0,31.0,7,False,False,False,7.0,0.0,Санкт-Петербург,72.0
11,5800000.0,52.0,2018-03-28T00:00:00,2,2.5,14.0,34.3,6,False,False,False,7.6,0.0,Санкт-Петербург,7.0
9,2350000.0,31.6,2018-06-01T00:00:00,1,2.5,5.0,17.0,5,False,False,False,6.0,0.0,посёлок Металлострой,101.0
8,4590000.0,71.0,2018-06-17T00:00:00,3,2.65,3.0,44.86012861736334,3,False,False,False,9.121806888274344,0.0,Санкт-Петербург,118.0
6,7400000.0,96.0,2017-04-16T00:00:00,4,2.8,4.0,62.4,2,False,False,False,12.2,0.0,Санкт-Петербург,143.0
11,4390000.0,55.0,2015-03-23T00:00:00,3,2.65,5.0,40.0,3,False,False,False,5.0,0.0,Санкт-Петербург,830.0
20,4650000.0,33.6,2015-03-10T00:00:00,1,2.65,13.0,17.1,10,False,False,False,9.9,0.0,Санкт-Петербург,998.0
8,5700000.0,65.5,2017-03-25T00:00:00,2,3.4,6.0,29.2,2,False,False,False,22.3,0.0,Санкт-Петербург,319.0
16,5900000.0,62.2,2018-06-26T00:00:00,3,2.6,9.0,39.3,2,False,False,False,9.6,0.0,Санкт-Петербург,98.0
11,3390000.0,46.0,2018-01-22T00:00:00,2,2.5,5.0,30.0,1,False,False,False,7.3,0.0,Санкт-Петербург,58.0
6,3050000.0,46.0,2017-03-29T00:00:00,2,2.5,5.0,31.0,5,False,False,False,6.0,0.0,посёлок Аннино,746.0000000000001
2,3680000.0,33.45,2018-03-03T00:00:00,1,2.65,25.0,15.03,2,False,False,False,10.03,0.0,Санкт-Петербург,216.0
6,1550000.0,35.0,2018-07-02T00:00:00,1,2.65,5.0,20.0,4,False,False,False,8.0,2.0,Тихвин,9.0
13,3950000.0,45.0,2017-04-07T00:00:00,2,2.55,9.0,27.0,9,False,False,False,6.2,0.0,Санкт-Петербург,359.00000000000006
4,1800000.0,53.5,2017-11-24T00:00:00,2,2.5,5.0,29.7,1,False,False,False,8.1,0.0,Волосово,90.00000000000001
20,22500000.0,173.2,2018-03-14T00:00:00,5,3.0,5.0,125.5,5,False,False,False,13.0,0.0,Санкт-Петербург,369.00000000000006
20,4600000.0,38.8,2019-04-16T00:00:00,1,2.65,23.0,17.4,21,False,False,False,13.2,2.0,Мурино,-1.0
10,5450000.0,56.3,2018-07-07T00:00:00,2,3.0,5.0,35.6,1,False,False,False,8.1,0.0,Санкт-Петербург,60.0
6,2800000.0,30.4,2017-09-20T00:00:00,1,2.5,5.0,16.42,1,False,False,False,5.7,0.0,Пушкин,217.0
1,5350000.0,66.1,2018-06-01T00:00:00,3,2.5,16.0,42.4,6,False,False,False,8.0,0.0,посёлок Металлострой,67.0
12,3800000.0,29.3,2018-03-30T00:00:00,1,2.75,9.0,15.2,1,False,False,False,7.0,0.0,Санкт-Петербург,-1.0
3,2580000.0,27.2,2018-06-19T00:00:00,1,2.75,19.0,18.0,9,False,False,False,6.733980582524271,0.0,посёлок Мурино,93.0
12,2680000.0,39.7,2017-12-19T00:00:00,1,2.65,6.0,18.7,6,False,False,False,10.0,0.0,деревня Малое Карлино,100.0
11,3500000.0,55.0,2018-03-19T00:00:00,3,2.5,5.0,36.9,3,False,False,False,5.2,1.0,городской поселок Большая Ижора,29.0
12,83000000.0,293.6,2017-11-10T00:00:00,4,2.65,9.0,250.0,7,False,False,False,35.0,0.0,Санкт-Петербург,-1.0
20,5400000.0,64.1,2018-09-14T00:00:00,2,2.77,17.0,33.6,14,False,False,False,14.0,5.0,Санкт-Петербург,146.0
14,4100000.0,33.5,2018-01-22T00:00:00,1,2.65,17.0,15.0,13,False,False,False,7.1,0.0,Санкт-Петербург,63.0
7,2750000.0,32.2,2018-07-05T00:00:00,0,2.65,17.0,19.2,7,False,True,False,0.0,2.0,Санкт-Петербург,4.0
3,4550000.0,46.0,2017-09-12T00:00:00,2,2.65,9.0,30.0,5,False,False,False,7.0,2.0,Санкт-Петербург,54.0
19,7300000.0,62.0,2018-03-29T00:00:00,3,3.0,4.0,38.0,4,False,False,False,10.0,0.0,Санкт-Петербург,282.0
8,3550000.0,54.9,2019-04-15T00:00:00,2,2.8,2.0,32.7,1,False,False,False,9.2,0.0,городской посёлок Новоселье,-1.0
9,3500000.0,34.0,2017-09-22T00:00:00,1,2.65,25.0,15.0,6,False,False,False,10.0,0.0,Санкт-Петербург,123.0
5,8500000.0,90.0,2017-06-09T00:00:00,3,2.65,16.0,56.86495176848874,15,False,False,False,11.562853802037901,0.0,Санкт-Петербург,641.0
10,12700000.0,68.0,2016-05-24T00:00:00,2,3.1,10.0,33.0,4,False,False,False,16.0,2.0,Санкт-Петербург,118.0
11,8850000.0,93.0,2017-02-08T00:00:00,3,2.75,16.0,52.5,15,False,False,False,15.3,2.0,Санкт-Петербург,-1.0
12,3000000.0,29.0,2018-02-27T00:00:00,0,2.76,12.0,18.7,7,False,True,False,0.0,0.0,Санкт-Петербург,265.0
14,4800000.0,54.3,2018-08-14T00:00:00,2,2.55,9.0,31.1,5,False,False,False,9.0,1.0,Санкт-Петербург,30.0
1,3000000.0,32.03,2017-08-08T00:00:00,0,2.65,9.0,15.78,5,False,True,False,0.0,1.0,Санкт-Петербург,14.0
8,16000000.0,80.0,2017-04-05T00:00:00,2,2.65,12.0,40.0,8,False,False,False,17.7,0.0,Санкт-Петербург,516.0
5,12000000.0,71.0,2019-04-12T00:00:00,2,2.8,17.0,41.56837606837607,11,False,False,False,14.0,1.0,Санкт-Петербург,-1.0
7,3660000.0,43.2,2016-12-20T00:00:00,1,2.9,17.0,18.0,17,False,False,False,13.0,1.0,деревня Кудрово,287.0
7,8010000.0,57.4,2017-10-14T00:00:00,1,2.65,10.0,27.703402898550724,4,False,False,False,14.210679611650484,0.0,Санкт-Петербург,134.0
9,2290000.0,33.0,2016-12-03T00:00:00,1,2.65,9.0,16.6,7,False,False,False,8.8,1.0,Красное Село,365.00000000000006
12,3699000.0,36.3,2017-10-29T00:00:00,1,2.67,12.0,16.3,6,False,False,False,10.8,2.0,Санкт-Петербург,199.0
17,7500000.0,70.0,2019-01-22T00:00:00,2,3.0,3.0,40.0,1,False,False,False,8.6,0.0,Пушкин,22.000000000000004
12,3575000.0,43.0,2017-08-04T00:00:00,2,2.55,4.0,28.0,3,False,False,False,5.0,1.0,Санкт-Петербург,112.0
19,5550000.0,54.9,2019-04-27T00:00:00,2,2.51,14.0,33.8,11,False,False,False,7.4,1.0,Санкт-Петербург,-1.0
5,1600000.0,52.5,2018-06-17T00:00:00,2,2.6,5.0,36.0,1,False,False,False,8.0,1.0,посёлок Стеклянный,50.0
10,2850000.0,64.1,2015-01-27T00:00:00,3,2.5,5.0,43.9,1,False,False,False,8.8,0.0,посёлок городского типа Лебяжье,-1.0
7,77349000.0,135.7,2017-12-16T00:00:00,3,2.65,7.0,85.73971061093246,5,False,False,False,17.434214010406034,0.0,Санкт-Петербург,90.00000000000001
19,11500000.0,114.8,2018-03-07T00:00:00,3,3.0,6.0,62.2,6,False,False,False,16.1,0.0,Санкт-Петербург,226.0
4,1950000.0,31.0,2017-06-15T00:00:00,1,2.5,5.0,16.0,2,False,False,False,9.0,0.0,деревня Кузьмолово,683.0
9,3500000.0,32.0,2018-02-13T00:00:00,1,2.5,5.0,18.7,1,False,False,False,5.4,0.0,Пушкин,318.0
10,22000000.0,108.3,2018-06-18T00:00:00,3,3.15,8.0,49.1,3,False,False,False,19.7,0.0,Санкт-Петербург,111.0
19,3500000.0,38.4,2015-08-04T00:00:00,2,2.65,6.0,18.5,5,False,False,False,9.2,0.0,Санкт-Петербург,721.0000000000001
3,6600000.0,55.6,2018-02-04T00:00:00,2,2.65,24.0,29.6,2,False,False,False,9.1,0.0,Санкт-Петербург,137.0
14,3700000.0,57.0,2017-08-22T00:00:00,3,2.5,5.0,39.0,2,False,False,False,5.0,2.0,посёлок Металлострой,44.00000000000001
0,25398000.0,93.0,2015-10-27T00:00:00,2,2.65,9.0,57.0,8,False,False,False,12.0,1.0,Санкт-Петербург,272.0
7,3350000.0,54.0,2018-02-27T00:00:00,2,2.65,5.0,31.615384615384617,1,False,False,False,8.695738611807416,0.0,Выборг,45.00000000000001
17,1850000.0,30.0,2017-10-13T00:00:00,1,2.5,4.0,17.0,2,False,False,False,5.4,1.0,поселок городского типа имени Свердлова,243.0
3,3150000.0,46.0,2017-11-03T00:00:00,1,2.7,15.0,18.3,15,False,False,False,14.7,1.0,посёлок Шушары,158.0
17,34551000.0,103.2,2016-06-18T00:00:00,4,2.65,8.0,58.82,6,False,False,False,14.72,1.0,Санкт-Петербург,205.0
20,10500000.0,74.0,2018-03-26T00:00:00,3,2.65,5.0,53.0,2,False,False,False,10.0,0.0,Санкт-Петербург,120.0
9,4800000.0,50.0,2017-02-25T00:00:00,1,2.65,6.0,12.0,1,False,False,False,25.0,0.0,Санкт-Петербург,164.0
